"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Feb 20 13:43:30 GMT 2025","Thu Feb 20 13:43:30 GMT 2025","78","","Specializations","","api.specialization.SpecializationTests","getSkillSpecializationRequirementsWithNonExistentSpecializationId","[Specializations] 3533 - 404 СК в запросе GET /api/v1/specializations/{specializationId}/skill-specialization-requirements",""
"passed","Thu Feb 20 13:42:55 GMT 2025","Thu Feb 20 13:42:55 GMT 2025","93","","Management Position","","api.managementPosition.ManagementPositionTests","updateManagementPositionsById","[ManagementPosition] 2436 - Обновление руководящей должности PUT /api/v1/management/{id}",""
"passed","Thu Feb 20 13:42:17 GMT 2025","Thu Feb 20 13:42:17 GMT 2025","86","","Country","","api.country.CountryTests","getRequestCountryIfUserUnauthorized","[API] [Country] 3349 - 401 СК при отсутствии авторизации GET /api/v1/countries",""
"passed","Thu Feb 20 13:42:47 GMT 2025","Thu Feb 20 13:42:47 GMT 2025","142","","Experts","","api.experts.ExpertsTests","sendExpertDecisionAfterReviewWithApprovedFalse","[Experts] 3498 - Создание экспертного заключения (isApproved=false) после проверки POST /api/v1/expert/skills/grade/review",""
"broken","Thu Feb 20 13:44:28 GMT 2025","Thu Feb 20 13:44:28 GMT 2025","48","","Skill Acquirement","","api.skill.SkillAcquirementTests","currentGradeIdIsIncorrect","[API][SkillAcquirement] 3067 - 400 СК если указан неверный currentGradeId PUT /api/v1/supervisor/skills/grade/review",""
"passed","Thu Feb 20 13:42:46 GMT 2025","Thu Feb 20 13:42:46 GMT 2025","93","","Experts","","api.experts.ExpertsTests","getExpertsWithoutPermission","[Experts] 3444 - 403 СК при отсутствии доступа GET /api/v1/experts",""
"passed","Thu Feb 20 13:43:21 GMT 2025","Thu Feb 20 13:43:21 GMT 2025","62","","Skill","","api.skill.SkillTests","createSkillWithoutAuthorization","[Skills] 2758 - 401 СК при отправке запроса на создание навыка без авторизации POST /api/v1/skills",""
"passed","Thu Feb 20 13:43:28 GMT 2025","Thu Feb 20 13:43:28 GMT 2025","144","","Specializations Position","","api.specialization.SpecializationPositionTests","getUsersRelatedPosition","[SpecializationPosition] 2430 - Получение списка пользователей связанных с позицией GET /api/v1/positions/{positionId}/users",""
"passed","Thu Feb 20 13:43:24 GMT 2025","Thu Feb 20 13:43:24 GMT 2025","77","","Skill","","api.skill.SkillTests","deleteDeletedSkillWithInvalidValue","[Skills] 2707 - Попытка удаления из БД удаленного скилла с невалидным значением в {skillId} DELETE api/v1/admin/skills/deleted/{skillId}",""
"failed","Thu Feb 20 13:44:28 GMT 2025","Thu Feb 20 13:44:28 GMT 2025","111","","Skill Acquirement","","api.skill.SkillAcquirementTests","rejectionOfASkillByATeamLeader","[API][SkillAcquirement] 3052 - 200 СК PUT /api/v1/admin/skills/grade/review Отклонение навыка тимлидом",""
"failed","Thu Feb 20 13:44:31 GMT 2025","Thu Feb 20 13:44:31 GMT 2025","138","","Skill","","api.skill.SkillTests","getSkillAbilityForUserWithUserId","[Skill] 2523 - Ответ от HEAD /api/v1/skills/{skillId} возвращает 200 CК при верном {skillId}",""
"passed","Thu Feb 20 13:43:07 GMT 2025","Thu Feb 20 13:43:07 GMT 2025","70","","Skill Content","","api.skill.SkillContentTests","deleteContentByIdUnauthorized","[API] [SkillContent] 3248 - 401 при удалении контента по ID без авторизации DELETE /api/v1/content/{contentId}",""
"passed","Thu Feb 20 13:43:37 GMT 2025","Thu Feb 20 13:43:37 GMT 2025","120","","Specializations","","api.specialization.SpecializationTests","deleteSpecializationsById","[Specializations] 2465 - Удаление специализации и связанных сущностей по ID DELETE /api/v1/specializations/{specializationId}",""
"failed","Thu Feb 20 13:44:36 GMT 2025","Thu Feb 20 13:44:36 GMT 2025","164","","Position","","api.specialization.PositionTests","createNewPositionTitleBadRequestWhenResending","[API] [Position] 3316 - 400 СК при повторной отправке запроса с одинаковыми данными POST /api/v1/positions",""
"skipped","Thu Feb 20 13:42:35 GMT 2025","Thu Feb 20 13:42:35 GMT 2025","0","","Expert Permission","","api.experts.ExpertPermissionTests","addExpertPermissionForUserNotFound","[API] [ExpertPermission] 3335 - 400 СК при несуществующем userId PATCH /api/v1/experts/unassign",""
"passed","Thu Feb 20 13:43:38 GMT 2025","Thu Feb 20 13:43:38 GMT 2025","57","","Supervisor","","api.supervisor.SupervisorTests","getSpecializationsWithoutAuthorization","[Supervisor] 3328 - 401СК, при отсутствии авторизации GET /api/v1/supervisors/{userId}/specializations",""
"passed","Thu Feb 20 13:42:56 GMT 2025","Thu Feb 20 13:42:56 GMT 2025","81","","Permissions","","api.permissions.PermissionsTests","getPermissionsWithoutPermission","[API] [Permissions] 3419 - 403СК, при отсутствии доступа DELETE /api/v1/permissions",""
"passed","Thu Feb 20 13:42:44 GMT 2025","Thu Feb 20 13:42:44 GMT 2025","222","","Experts","","api.experts.ExpertsTests","getExpertsWithoutAuthorization","[Experts] 3443 - 401 СК при отсутствии авторизации GET /api/v1/experts",""
"failed","Thu Feb 20 13:44:31 GMT 2025","Thu Feb 20 13:44:32 GMT 2025","157","","Skill","","api.skill.SkillTests","isAdminValueIsTrueTest","[API] [Skills] 3005 - 400 СК POST /api/v1/skills/tree, если isAdmin=true",""
"failed","Thu Feb 20 13:44:27 GMT 2025","Thu Feb 20 13:44:27 GMT 2025","97","","Skill Acquirement","","api.skill.SkillAcquirementTests","changingSkillGradeByTeamLeadWithNonExistSkillId","[Skill acquirements] 2772 - 404 СК при отправке запроса с несуществующим skillId PUT /api/v1/skills/grade/suggest/teamleader",""
"passed","Thu Feb 20 13:43:15 GMT 2025","Thu Feb 20 13:43:15 GMT 2025","110","","Skill","","api.skill.SkillTests","notSkillOrderWithNonExistSpecialization","[API][Skils][Skills order] 2950 - 400СК при попытке отправить скилл с чужой специализацией POST api/v1/skills/order",""
"passed","Thu Feb 20 13:43:17 GMT 2025","Thu Feb 20 13:43:17 GMT 2025","81","","Skill","","api.skill.SkillTests","getSpecializationOfDeletesSkillWithInvalidValues","[Skills] 2711 - 400 СК при некорректных данных в запросе GET/api/v1/skills/{skillId}/deleted/specializations",""
"passed","Thu Feb 20 13:43:07 GMT 2025","Thu Feb 20 13:43:08 GMT 2025","73","","Skill Content","","api.skill.SkillContentTests","createNewContentUnauthorized","[API] [SkillContent] 3243 - 401 СК при отсутствии авторизации POST /api/v1/content",""
"passed","Thu Feb 20 13:43:25 GMT 2025","Thu Feb 20 13:43:25 GMT 2025","50","","Position","","api.specialization.PositionTests","getRequestPositionsUnauthorized","[API][Position] 3178 - 401 СК при отсутствии авторизации GET/api/v1/positions/{positionId}/users",""
"passed","Thu Feb 20 13:43:18 GMT 2025","Thu Feb 20 13:43:19 GMT 2025","169","","Skill","","api.skill.SkillTests","deleteNotTerminalSkill","[Skill] 2627 - Удаление нетерминального навыка DELETE /api/v1/skills/{skillId}",""
"passed","Thu Feb 20 13:42:59 GMT 2025","Thu Feb 20 13:42:59 GMT 2025","62","","Role","","api.role.RoleTests","deleteRoleByNoAuthorized","[Role] 3467 - 401СК, при отсутствии авторизации DELETE /api/v1/roles/{roleId}",""
"passed","Thu Feb 20 13:43:45 GMT 2025","Thu Feb 20 13:43:45 GMT 2025","55","","User","","api.user.UserTests","getListUniqueSupervisorsIfUserUnauthorized","[API] [User] 401 ошибка при отправке запроса GET /api/v1/users/supervisors",""
"failed","Thu Feb 20 13:44:37 GMT 2025","Thu Feb 20 13:44:38 GMT 2025","162","","Specializations Position","","api.specialization.SpecializationPositionTests","deletePositionFromSpecializationWhichAppliesToUsers","[API] [API] [Specializations & Positions] 3086 - 500 СК при удалении позиции из специализации которая относится к юзерам DELETE /api/v1/positions/{positionId}/specialization/{specializationId}",""
"failed","Thu Feb 20 13:44:33 GMT 2025","Thu Feb 20 13:44:33 GMT 2025","121","","Skill","","api.skill.SkillTests","createSkillWithNonExistentParentSkillId","[Skills] 2760 - 404 СК при создании скилла, если в качестве родительского указан несуществующий скилл POST /api/v1/skills",""
"passed","Thu Feb 20 13:42:55 GMT 2025","Thu Feb 20 13:42:55 GMT 2025","90","","Management Position","","api.managementPosition.ManagementPositionTests","createManagementPositionsIncorrectDataBodyRequest","[API] [ManagementPosition] 400 ошибка при отправке запроса POST /api/v1/management",""
"passed","Thu Feb 20 13:43:28 GMT 2025","Thu Feb 20 13:43:28 GMT 2025","200","","Specializations","","api.specialization.SpecializationTests","createNewSpecializationTwice","[Specializations] 3509 - 409 СК при запросе POST /api/v1/specializations",""
"passed","Thu Feb 20 13:43:09 GMT 2025","Thu Feb 20 13:43:09 GMT 2025","311","","Skill Description","","api.skill.SkillDescriptionTests","getSkillDescriptionAndContentBySkillIdNonInPDP","[API][Skills] 3692 - Параметр isInPdp возвращает false, при отсутствии скилла в PDP GET/api/v1/skills/{skillId}/descriptions",""
"passed","Thu Feb 20 13:43:34 GMT 2025","Thu Feb 20 13:43:34 GMT 2025","63","","Specializations","","api.specialization.SpecializationTests","getAllUsersBySpecializationIdWithoutAuthorization","[Specialization] 3524 - 401 СК при запросе GET /api/v1/specializations/{specializationId}/users",""
"passed","Thu Feb 20 13:43:02 GMT 2025","Thu Feb 20 13:43:02 GMT 2025","102","","Skill Acquirement","","api.skill.SkillAcquirementTests","changingSkillGradeByTeamLeadWithoutAuthorization","[Skill acquirements] 2771 - 403 СК при авторизации не под тим лидом PUT /api/v1/skills/grade/suggest/teamleader",""
"passed","Thu Feb 20 13:42:17 GMT 2025","Thu Feb 20 13:42:17 GMT 2025","81","","Country","","api.country.CountryTests","verifyJsonSchemaForCountries","[Country] 2388 - Ответ от GET /api/v1/countries соответствует json-схеме",""
"passed","Thu Feb 20 13:43:31 GMT 2025","Thu Feb 20 13:43:31 GMT 2025","77","","Specializations","","api.specialization.SpecializationTests","deleteSpecializationsByIdUnauthorized","[API][Specialization] 3584 - 401 СК при запросе DELETE /api/v1/specializations/{specializationId}",""
"passed","Thu Feb 20 13:43:14 GMT 2025","Thu Feb 20 13:43:14 GMT 2025","165","","Skill","","api.skill.SkillTests","restoreTerminalSkillWhenForceTrue","[Skills] 2600 - Восстановление удаленного терминального навыка, если уже существует терминальный навык с таким же именем в одной ветке.PUT /api/v1/skills/{skillId}/restore (Если параметр force=true)",""
"passed","Thu Feb 20 13:43:22 GMT 2025","Thu Feb 20 13:43:22 GMT 2025","103","","Skill","","api.skill.SkillTests","saveSkillOrderWithNonExistSpecialization","[API][Skils][Skills order] 2952 - 400СК при отправке не существующего specializationId POST api/v1/skills/order",""
"passed","Thu Feb 20 13:43:19 GMT 2025","Thu Feb 20 13:43:19 GMT 2025","72","","Skill","","api.skill.SkillTests","deleteNonExistSkill","[Skills] 2632 - Попытка удаления навыка, который отсутствует в БД DELETE /api/v1/skills/{skillId}",""
"failed","Thu Feb 20 13:44:15 GMT 2025","Thu Feb 20 13:44:15 GMT 2025","377","","Audit","","api.audit.AuditTests","getRevisionBySkillId","[Audit] 2571 - Ответ от GET /api/v1/history/skills{skillId} соответствует json-схеме",""
"passed","Thu Feb 20 13:43:31 GMT 2025","Thu Feb 20 13:43:31 GMT 2025","116","","Specializations","","api.specialization.SpecializationTests","createNewSpecializationWithInvalidBody","[Specializations] 3508 - 400 СК при запросе POST /api/v1/specializations",""
"passed","Thu Feb 20 13:43:43 GMT 2025","Thu Feb 20 13:43:43 GMT 2025","71","","User","","api.user.UserTests","updateUserByUserIdNonExist","[API] [User] 400 ошибка при отправке запроса PATCH /api/v1/users/{userId}",""
